"PVWatts Hourly PV Performance Data"
"Requested Location","Brisbane"
"Location","Lat, Lng: -27.47, 153.02"
"Latitude (DD)","-27.47"
"Longitude (DD)","153.02"
"Elevation (m)","18"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","7","23","0","0","16.8","3.3","0.2","0","16.8","0","0"
"6","8","0","0","0","16.5","3.1","0.2","0","16.5","0","0"
"6","8","1","0","0","16.2","2.8","0.2","0","16.2","0","0"
"6","8","2","0","0","16.1","2.5","0.2","0","16.1","0","0"
"6","8","3","0","0","16.1","2.3","0.2","0","16.1","0","0"
"6","8","4","0","0","16.3","2.4","0.2","0","16.3","0","0"
"6","8","5","0","0","16.4","2.6","0.2","0","16.4","0","0"
"6","8","6","0","0","16.9","2.9","0.2","0","0","0","0"
"6","8","7","50","56","17.8","3.3","0.2","78.127","19.297","251.608","226.838"
"6","8","8","15","110","18.7","3.5","0.2","113.785","20.829","380.357","351.026"
"6","8","9","21","164","19.1","3.6","0.2","172.945","22.279","578.724","542.364"
"6","8","10","0","109","20.1","3.5","0.2","102.174","22.002","332.37","304.739"
"6","8","11","0","80","20.2","3.2","0.2","74.554","21.655","238.977","214.655"
"6","8","12","32","221","20","2.8","0.2","250.756","25.239","831.993","786.658"
"6","8","13","11","135","19.6","2.4","0.2","136.418","22.667","449.583","417.798"
"6","8","14","5","64","19.3","1.8","0.2","62.77","20.893","203.62","180.551"
"6","8","15","0","26","18.8","1.2","0.2","24.136","19.502","75.701","57.164"
"6","8","16","0","5","18.3","0.9","0.2","4.631","18.44","11.784","0"
"6","8","17","0","0","17.7","1.1","0.2","0","0","0","0"
"6","8","18","0","0","17.2","1.5","0.2","0","17.2","0","0"
"6","8","19","0","0","17.1","1.5","0.2","0","17.1","0","0"
"6","8","20","0","0","17","1.5","0.2","0","17","0","0"
"6","8","21","0","0","16.9","1.5","0.2","0","16.9","0","0"
"6","8","22","0","0","16.8","1.5","0.2","0","16.8","0","0"
"6","8","23","0","0","16.7","1.5","0.2","0","16.7","0","0"
"6","9","0","0","0","16.7","1.4","0.2","0","16.7","0","0"
"6","9","1","0","0","16.6","1.3","0.2","0","16.6","0","0"
"6","9","2","0","0","16.4","1.3","0.2","0","16.4","0","0"
"6","9","3","0","0","16.1","1.5","0.2","0","16.1","0","0"
"6","9","4","0","0","15.8","1.6","0.2","0","15.8","0","0"
"6","9","5","0","0","15.4","1.7","0.2","0","15.4","0","0"
"6","9","6","0","0","15.8","1.8","0.2","0","0","0","0"
"6","9","7","434","49","16.8","2.2","0.2","216.768","21.806","699.53","658.888"
"6","9","8","618","75","18","2.3","0.2","435.06","28.054","1500.531","1431.507"
"6","9","9","766","77","18.6","2.3","0.2","639.642","33.355","2155.089","2062.872"
"6","9","10","829","79","20.4","1.8","0.2","770.607","40.018","2512.97","2408.071"
"6","9","11","853","77","21.4","1.8","0.2","828.993","42.488","2668.057","2557.663"
"6","9","12","852","75","21.9","1.7","0.2","814.105","43.061","2616.729","2508.153"
"6","9","13","823","72","21.9","1.7","0.2","724.478","40.754","2362.333","2262.772"
"6","9","14","649","85","21.7","1.7","0.2","525.569","35.4","1758.429","1680.267"
"6","9","15","637","54","21.1","1.7","0.2","366.095","30.624","1231.056","1171.58"
"6","9","16","266","27","20","1.8","0.2","108.141","22.561","283.728","257.82"
"6","9","17","0","0","19","1.9","0.2","0","0","0","0"
"6","9","18","0","0","18.4","2","0.2","0","18.4","0","0"
"6","9","19","0","0","18","1.9","0.2","0","18","0","0"
"6","9","20","0","0","17.7","1.8","0.2","0","17.7","0","0"
"6","9","21","0","0","17.5","1.7","0.2","0","17.5","0","0"
"6","9","22","0","0","17.4","1.5","0.2","0","17.4","0","0"
"6","9","23","0","0","17.6","1.2","0.2","0","17.6","0","0"
"6","10","0","0","0","17.8","0.8","0.2","0","17.8","0","0"
"6","10","1","0","0","17.5","0.7","0.2","0","17.5","0","0"
"6","10","2","0","0","16.9","0.9","0.2","0","16.9","0","0"
"6","10","3","0","0","16.3","1.2","0.2","0","16.3","0","0"
"6","10","4","0","0","15.8","1.4","0.2","0","15.8","0","0"
"6","10","5","0","0","15.4","1.5","0.2","0","15.4","0","0"
"6","10","6","0","0","15.8","1.5","0.2","0","0","0","0"
"6","10","7","518","40","17.1","1.4","0.2","235.673","23.537","753.779","711.215"
"6","10","8","716","58","18.9","1.1","0.2","467.115","32.906","1585.131","1513.109"
"6","10","9","804","68","19.9","0.8","0.2","650.824","40.936","2129.35","2038.044"
"6","10","10","835","78","21.9","0.9","0.2","773.571","46.208","2460.238","2357.207"
"6","10","11","850","81","22.8","0.9","0.2","830.347","48.871","2603.069","2494.978"
"6","10","12","842","82","23.4","0.8","0.2","813.183","49.62","2543.552","2437.57"
"6","10","13","345","188","23.6","0.9","0.2","475.458","38.517","1545.781","1475.153"
"6","10","14","194","96","23.4","1.2","0.2","231.131","30.14","769.423","726.305"
"6","10","15","598","62","22.6","1.6","0.2","358.729","32.137","1198.035","1139.73"
"6","10","16","272","32","21.2","2.1","0.2","114.572","23.755","300.695","274.186"
"6","10","17","0","0","19.8","2.5","0.2","0","0","0","0"
"6","10","18","0","0","19","2.7","0.2","0","19","0","0"
"6","10","19","0","0","18.5","2.5","0.2","0","18.5","0","0"
"6","10","20","0","0","18.1","2.4","0.2","0","18.1","0","0"
"6","10","21","0","0","17.7","2.2","0.2","0","17.7","0","0"
"6","10","22","0","0","17.3","2.1","0.2","0","17.3","0","0"
"6","10","23","0","0","16.8","2","0.2","0","16.8","0","0"
"6","11","0","0","0","16.3","1.9","0.2","0","16.3","0","0"
"6","11","1","0","0","15.9","1.8","0.2","0","15.9","0","0"
"6","11","2","0","0","15.5","1.7","0.2","0","15.5","0","0"
"6","11","3","0","0","15.1","1.7","0.2","0","15.1","0","0"
"6","11","4","0","0","14.8","1.6","0.2","0","14.8","0","0"
"6","11","5","0","0","14.6","1.6","0.2","0","14.6","0","0"
"6","11","6","0","0","15.1","1.6","0.2","0","0","0","0"
"6","11","7","528","41","16.7","1.7","0.2","239.76","22.824","768.601","725.512"
"6","11","8","729","58","18.7","1.8","0.2","473.455","30.8","1620.534","1547.257"
"6","11","9","819","68","19.8","1.8","0.2","660.598","36.649","2199.224","2105.442"
"6","11","10","864","73","23","2.5","0.2","790.647","40.541","2573.85","2466.794"
"6","11","11","883","75","24","2.7","0.2","851.277","42.202","2743.125","2630.071"
"6","11","12","881","74","24.4","2.9","0.2","836.649","41.68","2704.32","2592.641"
"6","11","13","857","70","24.4","3.2","0.2","747.989","39.113","2455.652","2352.784"
"6","11","14","754","71","24","3.4","0.2","575.305","34.98","1932.436","1848.108"
"6","11","15","677","51","22.8","3.2","0.2","381.632","30.304","1286.452","1225.014"
"6","11","16","375","27","21.1","2.9","0.2","136.027","23.702","353.713","325.325"
"6","11","17","0","0","19.9","2.8","0.2","0","0","0","0"
"6","11","18","0","0","19.3","2.7","0.2","0","19.3","0","0"
"6","11","19","0","0","18.9","2.6","0.2","0","18.9","0","0"
"6","11","20","0","0","18.5","2.5","0.2","0","18.5","0","0"
"6","11","21","0","0","18.1","2.4","0.2","0","18.1","0","0"
"6","11","22","0","0","17.7","2.3","0.2","0","17.7","0","0"
"6","11","23","0","0","17.4","2.1","0.2","0","17.4","0","0"
"6","12","0","0","0","17","2","0.2","0","17","0","0"
"6","12","1","0","0","16.5","2","0.2","0","16.5","0","0"
"6","12","2","0","0","16.1","2","0.2","0","16.1","0","0"
"6","12","3","0","0","15.8","2","0.2","0","15.8","0","0"
"6","12","4","0","0","15.6","2","0.2","0","15.6","0","0"
"6","12","5","0","0","15.4","1.9","0.2","0","15.4","0","0"
"6","12","6","0","0","15.9","1.9","0.2","0","0","0","0"
"6","12","7","528","41","17.6","1.9","0.2","239.229","23.456","764.097","721.167"
"6","12","8","734","56","19.9","2.1","0.2","473.124","31.273","1616.666","1543.526"
"6","12","9","825","64","21.1","2.3","0.2","659.382","36.315","2198.675","2104.912"
"6","12","10","351","220","22.6","2.1","0.2","529.216","35.241","1740.797","1663.259"
"6","12","11","217","245","23.2","2.1","0.2","458.949","34.143","1502.997","1433.886"
"6","12","12","163","242","23.4","2.2","0.2","395.7","32.649","1298.884","1237.005"
"6","12","13","717","105","23.4","2.5","0.2","687.125","38.646","2255.636","2159.856"
"6","12","14","765","70","23","2.7","0.2","581.271","35.471","1949.076","1864.158"
"6","12","15","642","57","22","2.5","0.2","373.818","30.295","1259.307","1198.831"
"6","12","16","328","30","20.6","2.2","0.2","127.28","23.375","333.229","305.568"
"6","12","17","0","0","19.6","1.9","0.2","0","0","0","0"
"6","12","18","0","0","19.1","1.7","0.2","0","19.1","0","0"
"6","12","19","0","0","18.8","1.5","0.2","0","18.8","0","0"
"6","12","20","0","0","18.6","1.4","0.2","0","18.6","0","0"
"6","12","21","0","0","18.3","1.4","0.2","0","18.3","0","0"
"6","12","22","0","0","17.9","1.5","0.2","0","17.9","0","0"
"6","12","23","0","0","17.6","1.6","0.2","0","17.6","0","0"
"6","13","0","0","0","17.3","1.7","0.2","0","17.3","0","0"
"6","13","1","0","0","17","1.7","0.2","0","17","0","0"
"6","13","2","0","0","16.7","1.7","0.2","0","16.7","0","0"
"6","13","3","0","0","16.3","1.7","0.2","0","16.3","0","0"
"6","13","4","0","0","16.1","1.8","0.2","0","16.1","0","0"
"6","13","5","0","0","15.9","1.9","0.2","0","15.9","0","0"
"6","13","6","0","0","16.2","2","0.2","0","0","0","0"
"6","13","7","462","45","17.5","2.4","0.2","220.37","22.391","705.885","665.018"
"6","13","8","547","83","19.4","2.8","0.2","402.787","27.895","1386.936","1321.937"
"6","13","9","792","73","20.6","2.9","0.2","650.3","34.062","2186.441","2093.113"
"6","13","10","513","177","22.7","2.7","0.2","624.271","36.038","2057.288","1968.535"
"6","13","11","841","90","23.3","2.7","0.2","831.192","41.07","2689.963","2578.793"
"6","13","12","338","248","23.6","2.8","0.2","561.927","35.376","1843.075","1761.913"
"6","13","13","229","229","23.6","2.8","0.2","431.484","32.648","1428.216","1361.754"
"6","13","14","456","134","23.5","2.8","0.2","451.64","33.008","1516.427","1446.84"
"6","13","15","406","82","22.5","2.8","0.2","288.901","28.573","972.106","921.806"
"6","13","16","287","31","20.8","2.8","0.2","117.973","23.109","310.397","283.544"
"6","13","17","0","0","19.5","3","0.2","0","0","0","0"
"6","13","18","0","0","18.7","2.9","0.2","0","18.7","0","0"
"6","13","19","0","0","18.2","2.8","0.2","0","18.2","0","0"
"6","13","20","0","0","17.7","2.7","0.2","0","17.7","0","0"
"6","13","21","0","0","17.2","2.6","0.2","0","17.2","0","0"
"6","13","22","0","0","16.7","2.5","0.2","0","16.7","0","0"
"6","13","23","0","0","16.3","2.4","0.2","0","16.3","0","0"
"6","14","0","0","0","15.9","2.3","0.2","0","15.9","0","0"
"6","14","1","0","0","15.7","2.2","0.2","0","15.7","0","0"
"6","14","2","0","0","15.5","2.1","0.2","0","15.5","0","0"
"6","14","3","0","0","15.3","2.1","0.2","0","15.3","0","0"
"6","14","4","0","0","15.1","2.1","0.2","0","15.1","0","0"
"6","14","5","0","0","14.9","2.1","0.2","0","14.9","0","0"
"6","14","6","0","0","15.4","2.3","0.2","0","0","0","0"
"6","14","7","467","43","16.9","2.5","0.2","219.458","21.679","703.775","662.983"
"6","14","8","635","70","18.9","2.7","0.2","435.432","28.25","1501.566","1432.505"
"6","14","9","617","112","20","2.6","0.2","573.062","32.497","1932.255","1847.933"
"6","14","10","816","81","23.3","1.8","0.2","758.906","42.621","2449.807","2347.146"
"6","14","11","831","86","24.6","1.1","0.2","817.584","49","2562.05","2455.412"
"6","14","12","736","115","25.2","0.6","0.2","765.312","51.26","2374.482","2274.491"
"6","14","13","721","104","25.3","0.6","0.2","688.918","48.788","2169.751","2077.014"
"6","14","14","714","78","24.9","0.9","0.2","557.708","42.47","1816.199","1735.989"
"6","14","15","575","64","23.8","1.2","0.2","351.041","34.035","1162.99","1105.927"
"6","14","16","241","33","22.3","1.5","0.2","108.471","25.054","284.882","258.933"
"6","14","17","0","0","21.2","1.7","0.2","0","0","0","0"
"6","14","18","0","0","20.7","1.6","0.2","0","20.7","0","0"
"6","14","19","0","0","20.3","1.3","0.2","0","20.3","0","0"
"6","14","20","0","0","19.9","1.1","0.2","0","19.9","0","0"
"6","14","21","0","0","19.6","1.2","0.2","0","19.6","0","0"
"6","14","22","0","0","19.2","1.3","0.2","0","19.2","0","0"
"6","14","23","0","0","18.9","1.5","0.2","0","18.9","0","0"
"6","15","0","0","0","18.6","1.5","0.2","0","18.6","0","0"
"6","15","1","0","0","18.3","1.4","0.2","0","18.3","0","0"
"6","15","2","0","0","18.1","1.3","0.2","0","18.1","0","0"
"6","15","3","0","0","17.9","1.2","0.2","0","17.9","0","0"
"6","15","4","0","0","17.6","1.2","0.2","0","17.6","0","0"
"6","15","5","0","0","17.3","1.2","0.2","0","17.3","0","0"
"6","15","6","0","0","17.3","1.3","0.2","0","0","0","0"
"6","15","7","462","44","18.4","1.5","0.2","218.382","24.226","692.679","652.28"
"6","15","8","674","64","20.1","1.8","0.2","447.51","31.536","1525.221","1455.322"
"6","15","9","769","76","21.1","1.9","0.2","636.26","36.992","2114.302","2023.529"
"6","15","10","796","89","23.3","1.8","0.2","756.885","42.567","2442.755","2340.345"
"6","15","11","815","92","24.1","1.6","0.2","816.403","45.78","2591.809","2484.117"
"6","15","12","807","93","24.5","1.4","0.2","800.5","46.742","2533.288","2427.669"
"6","15","13","578","145","24.5","1.3","0.2","624.027","42.252","2013.415","1926.217"
"6","15","14","506","118","24.2","1.3","0.2","466.159","37.489","1540.171","1469.743"
"6","15","15","402","83","23.4","1.6","0.2","288.522","31.068","961.21","911.296"
"6","15","16","233","33","22.1","1.8","0.2","106.577","24.637","281.076","255.263"
"6","15","17","0","0","21.1","2","0.2","0","0","0","0"
"6","15","18","0","0","20.4","1.9","0.2","0","20.4","0","0"
"6","15","19","0","0","20","1.6","0.2","0","20","0","0"
"6","15","20","0","0","19.7","1.3","0.2","0","19.7","0","0"
"6","15","21","0","0","19.4","1.2","0.2","0","19.4","0","0"
"6","15","22","0","0","19.1","1.1","0.2","0","19.1","0","0"
"6","15","23","0","0","18.9","1.1","0.2","0","18.9","0","0"
"6","16","0","0","0","18.7","1","0.2","0","18.7","0","0"
"6","16","1","0","0","18.6","0.8","0.2","0","18.6","0","0"
"6","16","2","0","0","18.3","0.7","0.2","0","18.3","0","0"
"6","16","3","0","0","18.1","0.7","0.2","0","18.1","0","0"
"6","16","4","0","0","17.8","0.8","0.2","0","17.8","0","0"
"6","16","5","0","0","17.7","0.9","0.2","0","17.7","0","0"
"6","16","6","0","0","17.9","1","0.2","0","0","0","0"
"6","16","7","136","48","18.8","1.3","0.2","102.811","21.684","325.412","298.027"
"6","16","8","14","85","20","1.7","0.2","87.771","22.279","288.816","262.728"
"6","16","9","39","158","20.7","1.9","0.2","185.886","25.319","617.49","579.755"
"6","16","10","14","176","22.4","2.2","0.2","180.171","26.605","589.003","552.278"
"6","16","11","59","202","23.1","2.2","0.2","253.833","29.026","831.594","786.273"
"6","16","12","240","250","23.4","2.1","0.2","481.032","34.874","1574.177","1502.543"
"6","16","13","215","198","23.4","2.1","0.2","386.077","32.621","1275.963","1214.896"
"6","16","14","54","97","23","2","0.2","129.522","26.159","426.061","395.109"
"6","16","15","0","32","22.1","2","0.2","29.718","22.824","92.685","73.546"
"6","16","16","0","18","21","2.2","0.2","16.711","21.378","44.846","27.403"
"6","16","17","0","0","20.2","2.5","0.2","0","0","0","0"
"6","16","18","0","0","19.7","2.8","0.2","0","19.7","0","0"
"6","16","19","0","0","19.4","2.9","0.2","0","19.4","0","0"
"6","16","20","0","0","19.2","2.9","0.2","0","19.2","0","0"
"6","16","21","0","0","19","2.9","0.2","0","19","0","0"
"6","16","22","0","0","18.7","2.7","0.2","0","18.7","0","0"
"6","16","23","0","0","18.3","2.6","0.2","0","18.3","0","0"
"6","17","0","0","0","17.8","3.1","0.2","0","17.8","0","0"
"6","17","1","0","0","17.1","3.7","0.2","0","17.1","0","0"
"6","17","2","0","0","16.2","3.6","0.2","0","16.2","0","0"
"6","17","3","0","0","15.4","3.2","0.2","0","15.4","0","0"
"6","17","4","0","0","14.8","3.2","0.2","0","14.8","0","0"
"6","17","5","0","0","14.2","3.3","0.2","0","14.2","0","0"
"6","17","6","0","0","14.2","3.8","0.2","0","0","0","0"
"6","17","7","524","39","15","4.3","0.2","233.099","18.809","753.57","711.013"
"6","17","8","737","57","16.4","4.5","0.2","472.453","24.094","1659.934","1585.261"
"6","17","9","832","65","17.4","4.6","0.2","661.996","28.017","2280.497","2183.836"
"6","17","10","889","67","19.7","4.3","0.2","800.203","33.042","2684.714","2573.73"
"6","17","11","916","69","20.7","4.1","0.2","869.887","35.604","2878.566","2760.712"
"6","17","12","923","67","21.3","3.8","0.2","862.479","36.738","2843.942","2727.315"
"6","17","13","904","64","21.6","3.4","0.2","777.005","36.403","2579.346","2472.095"
"6","17","14","850","58","21.5","2.9","0.2","618.865","34.327","2087.556","1997.731"
"6","17","15","736","48","20.5","2.1","0.2","407.404","30.261","1376.645","1312.01"
"6","17","16","437","27","18.9","1.4","0.2","150.53","22.779","395.535","365.666"
"6","17","17","0","0","17.7","1.1","0.2","0","0","0","0"
"6","17","18","0","0","16.9","0.8","0.2","0","16.9","0","0"
"6","17","19","0","0","16.2","0.6","0.2","0","16.2","0","0"
"6","17","20","0","0","15.4","0.7","0.2","0","15.4","0","0"
"6","17","21","0","0","14.7","1","0.2","0","14.7","0","0"
"6","17","22","0","0","13.9","1.4","0.2","0","13.9","0","0"
"6","17","23","0","0","13.3","1.5","0.2","0","13.3","0","0"
"6","18","0","0","0","12.8","1.6","0.2","0","12.8","0","0"
"6","18","1","0","0","12.6","1.7","0.2","0","12.6","0","0"
"6","18","2","0","0","12.4","1.8","0.2","0","12.4","0","0"
"6","18","3","0","0","12.3","1.8","0.2","0","12.3","0","0"
"6","18","4","0","0","12.2","1.9","0.2","0","12.2","0","0"
"6","18","5","0","0","12.2","2","0.2","0","12.2","0","0"
"6","18","6","0","0","12.8","2","0.2","0","0","0","0"
"6","18","7","556","38","14.4","2.1","0.2","240.546","20.042","772.959","729.716"
"6","18","8","758","56","16.3","2.1","0.2","482.015","27.887","1669.826","1594.803"
"6","18","9","846","65","17.3","2","0.2","671.2","33.73","2262.047","2166.039"
"6","18","10","889","70","20","1.6","0.2","803.221","41.355","2607.581","2499.33"
"6","18","11","906","72","21.1","1.4","0.2","864.493","45.123","2753.792","2640.36"
"6","18","12","900","72","21.7","1.2","0.2","848.738","46.429","2691.491","2580.266"
"6","18","13","874","68","21.9","0.9","0.2","758.592","45.758","2424.808","2323.033"
"6","18","14","818","62","21.9","0.7","0.2","603.242","41.955","1972.674","1886.92"
"6","18","15","702","50","21.4","0.4","0.2","394.185","35.649","1302.72","1240.705"
"6","18","16","407","28","20.5","0.2","0.2","146.947","25.748","384.19","354.722"
"6","18","17","0","0","19.8","0.2","0.2","0","0","0","0"
"6","18","18","0","0","19","0.3","0.2","0","19","0","0"
"6","18","19","0","0","18.1","0.2","0.2","0","18.1","0","0"
"6","18","20","0","0","17.1","0.4","0.2","0","17.1","0","0"
"6","18","21","0","0","16.1","0.9","0.2","0","16.1","0","0"
"6","18","22","0","0","15.2","1.4","0.2","0","15.2","0","0"
"6","18","23","0","0","14.4","1.7","0.2","0","14.4","0","0"
"6","19","0","0","0","13.8","1.9","0.2","0","13.8","0","0"
"6","19","1","0","0","13.3","1.9","0.2","0","13.3","0","0"
"6","19","2","0","0","13","1.9","0.2","0","13","0","0"
"6","19","3","0","0","12.8","1.8","0.2","0","12.8","0","0"
"6","19","4","0","0","12.6","1.7","0.2","0","12.6","0","0"
"6","19","5","0","0","12.4","1.7","0.2","0","12.4","0","0"
"6","19","6","0","0","12.9","1.7","0.2","0","0","0","0"
"6","19","7","531","38","14.3","2","0.2","231.568","19.841","743.518","701.318"
"6","19","8","734","57","16.3","2.2","0.2","469.629","27.37","1629.354","1555.765"
"6","19","9","824","68","17.5","2.2","0.2","658.763","32.997","2226.095","2131.361"
"6","19","10","864","74","20.6","1.8","0.2","787.242","40.646","2562.886","2456.219"
"6","19","11","881","76","21.7","1.4","0.2","847.432","45.248","2698.143","2586.683"
"6","19","12","875","76","22.2","1.2","0.2","832.173","46.445","2638.742","2529.386"
"6","19","13","848","73","22.3","1.3","0.2","744.445","43.503","2401.173","2300.236"
"6","19","14","784","67","22","1.8","0.2","591.429","37.099","1971.058","1885.361"
"6","19","15","654","55","20.9","2.2","0.2","377.693","29.773","1276.665","1215.573"
"6","19","16","339","30","19.2","2.5","0.2","131.704","21.926","352.365","324.025"
"6","19","17","0","0","17.9","2.8","0.2","0","0","0","0"
"6","19","18","0","0","17.3","3","0.2","0","17.3","0","0"
"6","19","19","0","0","16.9","3","0.2","0","16.9","0","0"
"6","19","20","0","0","16.6","2.9","0.2","0","16.6","0","0"
"6","19","21","0","0","16.5","2.9","0.2","0","16.5","0","0"
"6","19","22","0","0","16.4","2.9","0.2","0","16.4","0","0"
"6","19","23","0","0","16.3","2.9","0.2","0","16.3","0","0"
"6","20","0","0","0","16.3","3","0.2","0","16.3","0","0"
"6","20","1","0","0","16.2","3.1","0.2","0","16.2","0","0"
"6","20","2","0","0","16.1","3.3","0.2","0","16.1","0","0"
"6","20","3","0","0","16","3.5","0.2","0","16","0","0"
"6","20","4","0","0","15.9","3.8","0.2","0","15.9","0","0"
"6","20","5","0","0","15.7","4","0.2","0","15.7","0","0"
"6","20","6","0","0","15.8","4.3","0.2","0","0","0","0"
"6","20","7","319","53","16.4","4.7","0.2","176.125","19.133","567.42","531.46"
"6","20","8","230","113","17.3","4.8","0.2","250.505","21.212","869.603","822.935"
"6","20","9","37","172","17.8","4.8","0.2","199.741","20.904","676.831","636.994"
"6","20","10","19","172","19.1","4.5","0.2","180.162","22.006","600.566","563.431"
"6","20","11","36","201","19.8","4.4","0.2","233.021","23.608","776.791","733.412"
"6","20","12","47","234","20.1","4.2","0.2","277.917","24.77","927.94","879.206"
"6","20","13","1","138","20.1","4.1","0.2","131.73","22.345","433.589","402.371"
"6","20","14","1","69","19.9","4","0.2","64.865","21.024","210.376","187.068"
"6","20","15","0","36","19.2","3.6","0.2","33.442","19.816","106.348","86.725"
"6","20","16","220","32","18.4","3.2","0.2","102.705","20.297","279.754","253.987"
"6","20","17","0","0","17.8","2.9","0.2","0","0","0","0"
"6","20","18","0","0","17.5","2.7","0.2","0","17.5","0","0"
"6","20","19","0","0","17.2","2.5","0.2","0","17.2","0","0"
"6","20","20","0","0","16.9","2.2","0.2","0","16.9","0","0"
"6","20","21","0","0","16.7","2","0.2","0","16.7","0","0"
"6","20","22","0","0","16.4","1.9","0.2","0","16.4","0","0"
"6","20","23","0","0","16.2","2","0.2","0","16.2","0","0"
"6","21","0","0","0","16","2.2","0.2","0","16","0","0"
"6","21","1","0","0","15.8","2.5","0.2","0","15.8","0","0"
"6","21","2","0","0","15.7","2.8","0.2","0","15.7","0","0"
"6","21","3","0","0","15.6","3.2","0.2","0","15.6","0","0"
"6","21","4","0","0","15.5","3.5","0.2","0","15.5","0","0"
"6","21","5","0","0","15.3","3.7","0.2","0","15.3","0","0"
"6","21","6","0","0","15.4","3.9","0.2","0","0","0","0"
"6","21","7","474","41","15.9","4","0.2","216.688","19.592","695.51","655.011"
"6","21","8","701","59","16.9","4.1","0.2","453.089","24.697","1586.972","1514.885"
"6","21","9","800","69","17.5","4.1","0.2","646.612","28.606","2221.882","2127.298"
"6","21","10","844","77","19.7","3.8","0.2","773.886","33.559","2590.924","2483.263"
"6","21","11","871","77","20.8","3.4","0.2","839.695","36.773","2766.205","2652.333"
"6","21","12","876","75","21.5","3.1","0.2","831.949","38.115","2728.455","2615.921"
"6","21","13","859","70","21.8","2.8","0.2","749.943","37.579","2477.47","2373.829"
"6","21","14","812","63","21.6","2.4","0.2","601.637","35.235","2021.01","1933.543"
"6","21","15","706","51","20.5","1.8","0.2","398.52","30.654","1344.797","1281.291"
"6","21","16","423","27","18.6","1.4","0.2","148.311","22.442","395.941","366.057"
"6","21","17","0","0","17.1","1.4","0.2","0","0","0","0"
"6","21","18","0","0","16","1.7","0.2","0","16","0","0"
"6","21","19","0","0","14.8","2.2","0.2","0","14.8","0","0"
"6","21","20","0","0","14.1","2.7","0.2","0","14.1","0","0"
"6","21","21","0","0","13.7","3.3","0.2","0","13.7","0","0"
"6","21","22","0","0","13.5","3.8","0.2","0","13.5","0","0"
"6","21","23","0","0","13.3","4.1","0.2","0","13.3","0","0"
"6","22","0","0","0","13","4.4","0.2","0","13","0","0"
"6","22","1","0","0","12.5","4.6","0.2","0","12.5","0","0"
"6","22","2","0","0","12.1","4.6","0.2","0","12.1","0","0"
"6","22","3","0","0","11.7","4.6","0.2","0","11.7","0","0"
"6","22","4","0","0","11.5","4.6","0.2","0","11.5","0","0"
"6","22","5","0","0","11.2","4.6","0.2","0","11.2","0","0"
"6","22","6","0","0","11.8","4.7","0.2","0","0","0","0"
"6","22","7","495","42","13.2","5.1","0.2","224.481","16.5","729.284","687.588"
"6","22","8","711","64","15","5.6","0.2","463.572","21.576","1643.195","1569.116"
"6","22","9","805","76","15.9","5.7","0.2","657.798","25.106","2290.056","2193.056"
"6","22","10","846","85","17.7","5.3","0.2","784.397","29.19","2669.763","2559.309"
"6","22","11","872","86","18.4","5","0.2","850.795","31.323","2861.603","2744.351"
"6","22","12","876","83","18.9","4.7","0.2","841.267","32.182","2822.676","2706.803"
"6","22","13","858","76","19.1","4.6","0.2","756.409","31.216","2561.022","2454.42"
"6","22","14","797","68","19","4.5","0.2","602.169","28.795","2073.285","1983.966"
"6","22","15","671","57","18.1","4.1","0.2","389.192","24.777","1343.138","1279.691"
"6","22","16","353","31","16.5","3.8","0.2","137.153","18.8","376.319","347.131"
"6","22","17","0","0","15.4","3.7","0.2","0","0","0","0"
"6","22","18","0","0","14.9","3.8","0.2","0","14.9","0","0"
"6","22","19","0","0","14.5","3.7","0.2","0","14.5","0","0"
"6","22","20","0","0","14.2","3.7","0.2","0","14.2","0","0"
"6","22","21","0","0","13.9","3.6","0.2","0","13.9","0","0"
"6","22","22","0","0","13.7","3.5","0.2","0","13.7","0","0"
"6","22","23","0","0","13.6","3.5","0.2","0","13.6","0","0"
"6","23","0","0","0","13.4","3.5","0.2","0","13.4","0","0"
"6","23","1","0","0","13.3","3.6","0.2","0","13.3","0","0"
"6","23","2","0","0","13.2","3.6","0.2","0","13.2","0","0"
"6","23","3","0","0","13","3.7","0.2","0","13","0","0"
"6","23","4","0","0","12.7","3.8","0.2","0","12.7","0","0"
"6","23","5","0","0","12.5","3.9","0.2","0","12.5","0","0"
"6","23","6","0","0","12.9","4.2","0.2","0","0","0","0"
"6","23","7","363","52","14.2","4.7","0.2","189.034","17.129","612.714","575.149"
"6","23","8","451","96","15.7","5","0.2","357.445","21.148","1258.44","1197.994"
