"PVWatts Hourly PV Performance Data"
"Requested Location","Brisbane"
"Location","Lat, Lng: -27.47, 153.02"
"Latitude (DD)","-27.47"
"Longitude (DD)","153.02"
"Elevation (m)","18"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","15","8","936","78","26.7","4.4","0.2","660.624","37.543","2162.109","2069.642"
"1","15","9","980","86","27.2","4.6","0.2","861.785","40.936","2755.951","2642.442"
"1","15","10","994","99","28.1","5","0.2","1002.877","43.257","3153.01","3025.432"
"1","15","11","1004","101","28.5","5.3","0.2","1073.052","44.117","3348.984","3214.462"
"1","15","12","1004","101","28.5","5.5","0.2","1070.38","43.709","3346.722","3212.28"
"1","15","13","973","111","28.3","5.5","0.2","987.545","42.341","3117.269","2990.957"
"1","15","14","944","105","27.9","5.6","0.2","839.615","39.716","2698.917","2587.429"
"1","15","15","895","94","27.3","5.5","0.2","635.48","36.372","2089.774","1999.871"
"1","15","16","150","278","26.5","5.4","0.2","312.956","31.005","1024.606","972.446"
"1","15","17","613","62","25.5","5","0.2","152.566","27.651","394.036","364.22"
"1","15","18","170","21","24.6","4.5","0.2","15.827","24.828","33.142","16.113"
"1","15","19","0","0","24","4","0.2","0","24","0","0"
"1","15","20","0","0","23.6","3.7","0.2","0","23.6","0","0"
"1","15","21","0","0","23.3","3.4","0.2","0","23.3","0","0"
"1","15","22","0","0","23.1","3.1","0.2","0","23.1","0","0"
"1","15","23","0","0","22.8","2.9","0.2","0","22.8","0","0"
"1","16","0","0","0","22.6","2.7","0.2","0","22.6","0","0"
"1","16","1","0","0","22.5","2.6","0.2","0","22.5","0","0"
"1","16","2","0","0","22.4","2.6","0.2","0","22.4","0","0"
"1","16","3","0","0","22.3","2.7","0.2","0","22.3","0","0"
"1","16","4","0","0","22.6","3","0.2","0","22.6","0","0"
"1","16","5","254","25","23.6","3.6","0.2","19.08","23.931","47.406","29.872"
"1","16","6","667","60","24.8","4.2","0.2","172.956","27.531","458.206","426.116"
"1","16","7","841","75","25.9","4.5","0.2","420.152","32.665","1365.646","1301.402"
"1","16","8","25","251","26.9","4.6","0.2","249.209","30.858","804.014","759.671"
"1","16","9","971","94","27.4","4.6","0.2","862.217","41.143","2754.602","2641.141"
"1","16","10","978","113","28.5","4.7","0.2","1002.019","44.237","3136.93","3009.922"
"1","16","11","990","116","28.9","4.8","0.2","1074.425","45.545","3332.702","3198.756"
"1","16","12","990","115","28.9","5","0.2","1071.208","45.078","3329.67","3195.833"
"1","16","13","929","144","28.7","5","0.2","980.369","43.513","3077.829","2952.915"
"1","16","14","895","136","28.2","5","0.2","832.313","40.795","2661.561","2551.397"
"1","16","15","839","122","27.5","4.9","0.2","630.195","37.181","2063.201","1974.239"
"1","16","16","65","254","26.5","4.7","0.2","258.157","30.559","843.845","798.09"
"1","16","17","558","72","25.4","4.2","0.2","153.786","27.833","407.477","377.184"
"1","16","18","130","22","24.4","3.7","0.2","16.643","24.676","37.44","20.259"
"1","16","19","0","0","23.9","3.3","0.2","0","23.9","0","0"
"1","16","20","0","0","23.7","3.1","0.2","0","23.7","0","0"
"1","16","21","0","0","23.6","3","0.2","0","23.6","0","0"
"1","16","22","0","0","23.5","2.9","0.2","0","23.5","0","0"
"1","16","23","0","0","23.4","2.9","0.2","0","23.4","0","0"
"1","17","0","0","0","23.2","2.8","0.2","0","23.2","0","0"
"1","17","1","0","0","23","2.9","0.2","0","23","0","0"
"1","17","2","0","0","22.8","2.9","0.2","0","22.8","0","0"
"1","17","3","0","0","22.8","3","0.2","0","22.8","0","0"
"1","17","4","0","0","22.9","3.2","0.2","0","22.9","0","0"
"1","17","5","211","26","23.5","3.7","0.2","20.173","23.841","48.701","31.121"
"1","17","6","1","54","24.5","4.1","0.2","50.401","25.362","159.123","137.631"
"1","17","7","821","83","25.6","4.1","0.2","418.667","32.724","1360.261","1296.207"
"1","17","8","914","95","26.6","4.2","0.2","662.092","37.77","2164.088","2071.551"
"1","17","9","968","101","27.1","4.2","0.2","866.421","41.683","2761.578","2647.87"
"1","17","10","993","109","28.2","4.3","0.2","1012.076","44.974","3158.852","3031.067"
"1","17","11","1008","109","28.6","4.5","0.2","1085.938","46.103","3360.56","3225.628"
"1","17","12","1012","106","28.8","4.8","0.2","1084.977","45.61","3364.922","3229.836"
"1","17","13","990","109","28.6","5","0.2","1003.508","43.767","3148.799","3021.37"
"1","17","14","961","103","28.2","5","0.2","853.699","41.122","2728.62","2616.08"
"1","17","15","909","94","27.5","5","0.2","646.658","37.313","2118.841","2027.908"
"1","17","16","817","81","26.5","4.9","0.2","402.982","32.648","1301.492","1239.52"
"1","17","17","633","61","25.4","4.5","0.2","156.453","27.753","403.881","373.716"
"1","17","18","182","21","24.3","3.9","0.2","15.702","24.552","35.012","17.917"
"1","17","19","0","0","23.7","3.5","0.2","0","23.7","0","0"
"1","17","20","0","0","23.4","3.3","0.2","0","23.4","0","0"
"1","17","21","0","0","23.3","3.2","0.2","0","23.3","0","0"
"1","17","22","0","0","23.2","3.1","0.2","0","23.2","0","0"
"1","17","23","0","0","23","2.9","0.2","0","23","0","0"
"1","18","0","0","0","22.7","2.7","0.2","0","22.7","0","0"
"1","18","1","0","0","22.5","2.4","0.2","0","22.5","0","0"
"1","18","2","0","0","22.2","2.2","0.2","0","22.2","0","0"
"1","18","3","0","0","21.9","2.2","0.2","0","21.9","0","0"
"1","18","4","0","0","22.1","2.4","0.2","0","22.1","0","0"
"1","18","5","234","24","23","3","0.2","18.422","23.343","42.621","25.257"
"1","18","6","648","63","24.4","3.6","0.2","170.317","27.337","451.986","420.117"
"1","18","7","815","84","25.6","3.8","0.2","416.258","32.998","1350.404","1286.699"
"1","18","8","907","96","26.7","3.9","0.2","658.112","38.29","2146.691","2054.771"
"1","18","9","955","106","27.2","4","0.2","860.808","42.105","2738.952","2626.046"
"1","18","10","73","614","28.3","4.3","0.2","654.346","39.082","2054.271","1965.625"
"1","18","11","976","127","28.7","4.4","0.2","1072.643","46.222","3317.441","3184.037"
"1","18","12","30","187","28.9","4.6","0.2","207.308","32.179","650.672","611.762"
"1","18","13","940","138","28.7","4.7","0.2","987.148","44.202","3090.61","2965.244"
"1","18","14","906","131","28.3","4.8","0.2","838.83","41.322","2676.989","2566.279"
"1","18","15","853","117","27.6","4.8","0.2","636.461","37.505","2081.606","1991.992"
"1","18","16","761","96","26.6","4.6","0.2","394.911","32.867","1275.509","1214.458"
"1","18","17","583","68","25.4","4.3","0.2","155.548","27.821","409.447","379.085"
"1","18","18","142","22","24.3","3.8","0.2","16.658","24.571","36.957","19.793"
"1","18","19","0","0","23.7","3.4","0.2","0","23.7","0","0"
"1","18","20","0","0","23.4","3.1","0.2","0","23.4","0","0"
"1","18","21","0","0","23.1","2.8","0.2","0","23.1","0","0"
"1","18","22","0","0","22.9","2.5","0.2","0","22.9","0","0"
"1","18","23","0","0","22.8","2.2","0.2","0","22.8","0","0"
"1","19","0","0","0","22.6","2","0.2","0","22.6","0","0"
"1","19","1","0","0","22.4","1.9","0.2","0","22.4","0","0"
"1","19","2","0","0","22.3","1.8","0.2","0","22.3","0","0"
"1","19","3","0","0","22.1","1.6","0.2","0","22.1","0","0"
"1","19","4","0","0","22.2","1.5","0.2","0","22.2","0","0"
"1","19","5","195","24","23","1.5","0.2","18.374","23.46","43.03","25.651"
"1","19","6","622","66","24.2","1.3","0.2","167.598","28.666","444.268","412.671"
"1","19","7","799","88","25.5","1","0.2","412.692","38.044","1311.294","1248.975"
"1","19","8","897","99","26.8","1","0.2","654.241","46.8","2061.082","1972.195"
"1","19","9","959","103","27.4","1.1","0.2","860.927","53.006","2618.812","2510.163"
"1","19","10","969","119","29.2","1.8","0.2","1000.427","54.522","3000.718","2878.537"
"1","19","11","987","118","30","2.6","0.2","1075.566","53.278","3230.691","3100.36"
"1","19","12","990","116","30.4","3.5","0.2","1075.299","50.421","3269.29","3137.592"
"1","19","13","971","116","30.3","4.1","0.2","995.573","47.269","3079.392","2954.423"
"1","19","14","940","109","29.8","4.4","0.2","845.775","43.648","2675.489","2564.832"
"1","19","15","890","98","29","4.3","0.2","641.516","39.675","2081.692","1992.075"
"1","19","16","803","83","27.8","4.1","0.2","401.542","34.625","1288.125","1226.627"
"1","19","17","628","60","26.4","3.8","0.2","156.201","28.996","402.066","371.965"
"1","19","18","0","5","25.1","3.4","0.2","4.631","25.18","9.46","0"
"1","19","19","0","0","24.3","3.1","0.2","0","24.3","0","0"
"1","19","20","0","0","23.9","2.6","0.2","0","23.9","0","0"
"1","19","21","0","0","23.5","2.1","0.2","0","23.5","0","0"
"1","19","22","0","0","23.2","1.8","0.2","0","23.2","0","0"
"1","19","23","0","0","22.9","1.6","0.2","0","22.9","0","0"
"1","20","0","0","0","22.7","1.6","0.2","0","22.7","0","0"
"1","20","1","0","0","22.5","1.5","0.2","0","22.5","0","0"
"1","20","2","0","0","22.4","1.4","0.2","0","22.4","0","0"
"1","20","3","0","0","22.2","1.4","0.2","0","22.2","0","0"
"1","20","4","0","0","22.2","1.4","0.2","0","22.2","0","0"
"1","20","5","158","23","23.1","1.8","0.2","17.462","23.503","38.877","21.645"
"1","20","6","563","71","24.8","2.2","0.2","161.156","28.358","432.667","401.482"
"1","20","7","740","99","26.5","2.1","0.2","397.107","35.937","1271.828","1210.908"
"1","20","8","833","118","28","1.8","0.2","633.055","44.083","2014.919","1927.669"
"1","20","9","885","133","28.8","1.6","0.2","831.103","50.792","2550.192","2443.974"
"1","20","10","910","142","31.1","1.4","0.2","968.872","57.879","2864.136","2746.794"
"1","20","11","919","149","32.4","1.9","0.2","1039.306","58.14","3057.303","2933.116"
"1","20","12","915","151","33.1","2.7","0.2","1036.383","55.128","3088.679","2963.381"
"1","20","13","884","157","33.1","3.7","0.2","956.591","50.381","2919.433","2800.131"
"1","20","14","847","150","32.5","4.6","0.2","816.062","45.502","2558.972","2452.444"
"1","20","15","786","135","31.4","5.1","0.2","615.291","40.616","1985.109","1898.915"
"1","20","16","687","112","29.8","5.4","0.2","382.537","35.292","1225.093","1165.829"
"1","20","17","503","77","27.8","5.2","0.2","152.109","29.927","408.104","377.789"
"1","20","18","99","20","26.2","4.8","0.2","15.082","26.411","32.211","15.215"
"1","20","19","0","0","25.3","4.4","0.2","0","25.3","0","0"
"1","20","20","0","0","25","4.3","0.2","0","25","0","0"
"1","20","21","0","0","24.9","4.4","0.2","0","24.9","0","0"
"1","20","22","0","0","24.9","4.4","0.2","0","24.9","0","0"
"1","20","23","0","0","24.9","4.1","0.2","0","24.9","0","0"
"1","21","0","0","0","24.7","3.7","0.2","0","24.7","0","0"
"1","21","1","0","0","24.4","3.1","0.2","0","24.4","0","0"
"1","21","2","0","0","24.1","2.8","0.2","0","24.1","0","0"
"1","21","3","0","0","23.9","2.6","0.2","0","23.9","0","0"
"1","21","4","0","0","23.9","2.8","0.2","0","23.9","0","0"
"1","21","5","97","23","24.7","3.3","0.2","18.887","25.033","42.527","25.166"
"1","21","6","491","80","26.1","3.8","0.2","156.452","28.753","427.922","396.905"
"1","21","7","690","111","27.8","3.8","0.2","387.457","34.686","1246.918","1186.88"
"1","21","8","798","130","29.7","3.8","0.2","622.598","40.823","2007.107","1920.133"
"1","21","9","861","141","30.6","3.8","0.2","822.523","45.261","2581.991","2474.647"
"1","21","10","899","148","32.9","4","0.2","964.858","49.578","2954.652","2834.103"
"1","21","11","917","148","33.9","4.2","0.2","1037.194","51.315","3141.571","3014.399"
"1","21","12","919","147","34.3","4.7","0.2","1037.587","50.582","3152.584","3025.021"
"1","21","13","896","148","34.2","5.4","0.2","960.271","48.013","2960.251","2839.503"
"1","21","14","856","142","33.8","6","0.2","816.631","44.775","2569.042","2462.156"
"1","21","15","788","133","33","6.5","0.2","615.733","40.855","1984.794","1898.611"
"1","21","16","673","113","31.8","6.9","0.2","378.78","36.41","1207.966","1149.309"
"1","21","17","468","80","30.1","7.2","0.2","148.499","31.772","398.846","368.859"
"1","21","18","74","19","28.4","7.1","0.2","15.741","28.569","32.795","15.779"
"1","21","19","0","0","27.5","6.8","0.2","0","27.5","0","0"
"1","21","20","0","0","27.2","6.4","0.2","0","27.2","0","0"
"1","21","21","0","0","27","5.8","0.2","0","27","0","0"
"1","21","22","0","0","26.9","5.4","0.2","0","26.9","0","0"
"1","21","23","0","0","26.8","5","0.2","0","26.8","0","0"
"1","22","0","0","0","26.6","4.8","0.2","0","26.6","0","0"
"1","22","1","0","0","26.3","4.6","0.2","0","26.3","0","0"
"1","22","2","0","0","26.1","4.5","0.2","0","26.1","0","0"
"1","22","3","0","0","25.8","4.2","0.2","0","25.8","0","0"
"1","22","4","0","0","25.6","4.1","0.2","0","25.6","0","0"
"1","22","5","0","18","26.1","4.1","0.2","16.72","26.355","35.091","17.994"
"1","22","6","101","132","27.3","3.8","0.2","133.791","29.664","415.595","385.014"
"1","22","7","63","257","29","2.9","0.2","261.714","34.383","842.837","797.118"
"1","22","8","753","147","30.8","1.8","0.2","610.568","46.307","1922.797","1838.81"
"1","22","9","816","164","31.6","1.2","0.2","809.219","55.075","2436.076","2333.902"
"1","22","10","852","175","33.4","1.3","0.2","953.355","60.364","2785.86","2671.291"
"1","22","11","867","181","34.2","2.1","0.2","1027.426","58.63","3013.906","2891.257"
"1","22","12","863","184","34.6","2.9","0.2","1026.057","55.656","3048.726","2924.843"
"1","22","13","874","160","34.4","3.6","0.2","957.837","51.967","2903.219","2784.492"
"1","22","14","822","160","33.5","4.3","0.2","808.475","46.913","2519.733","2414.595"
"1","22","15","63","390","32","4.9","0.2","404.093","38.176","1284.489","1223.12"
"1","22","16","40","229","30.2","5.1","0.2","227.08","33.593","730.715","688.968"
"1","22","17","22","100","28.4","5","0.2","93.951","29.82","295.394","269.073"
"1","22","18","0","14","27.3","4.8","0.2","12.993","27.48","26.457","9.665"
"1","22","19","0","0","26.7","4.5","0.2","0","26.7","0","0"
"1","22","20","0","0","26.3","4.3","0.2","0","26.3","0","0"
"1","22","21","0","0","25.9","4","0.2","0","25.9","0","0"
"1","22","22","0","0","25.6","3.7","0.2","0","25.6","0","0"
"1","22","23","0","0","25.4","3.4","0.2","0","25.4","0","0"
"1","23","0","0","0","25.2","3.4","0.2","0","25.2","0","0"
"1","23","1","0","0","25","3.5","0.2","0","25","0","0"
"1","23","2","0","0","24.8","3.4","0.2","0","24.8","0","0"
"1","23","3","0","0","24.7","3.2","0.2","0","24.7","0","0"
"1","23","4","0","0","24.7","3.1","0.2","0","24.7","0","0"
"1","23","5","78","21","25","3.2","0.2","17.304","25.293","33.95","16.893"
"1","23","6","489","77","25.7","3.2","0.2","152.051","28.525","413.289","382.79"
"1","23","7","19","108","26.5","3","0.2","108.477","28.694","346.442","318.312"
"1","23","8","0","55","27.5","2.9","0.2","51.229","28.55","156.281","134.889"
"1","23","9","851","140","28","2.9","0.2","813.734","44.739","2560.379","2453.8"
"1","23","10","24","454","28.1","3.2","0.2","450.198","36.844","1417.586","1351.501"
"1","23","11","27","156","28.1","3.6","0.2","175.057","31.292","548.292","513.01"
"1","23","12","29","171","28","4.1","0.2","191.367","31.242","601.444","564.278"
"1","23","13","6","76","27.6","4.5","0.2","77.539","28.843","237.413","213.146"
"1","23","14","22","116","26.9","4.8","0.2","126.972","28.861","400.209","370.174"
"1","23","15","20","104","26","5","0.2","110.112","27.662","350.091","321.832"
"1","23","16","18","100","25.1","5","0.2","100.66","26.623","323.361","296.048"
"1","23","17","0","45","24.4","5.1","0.2","41.83","25.026","131.135","110.634"
"1","23","18","0","8","23.9","5.2","0.2","7.415","23.997","14.597","0"
"1","23","19","0","0","23.6","5.1","0.2","0","23.6","0","0"
"1","23","20","0","0","23.4","4.7","0.2","0","23.4","0","0"
"1","23","21","0","0","23.2","4.1","0.2","0","23.2","0","0"
"1","23","22","0","0","22.9","3.4","0.2","0","22.9","0","0"
"1","23","23","0","0","22.7","2.7","0.2","0","22.7","0","0"
"1","24","0","0","0","22.5","2.2","0.2","0","22.5","0","0"
"1","24","1","0","0","22.5","1.9","0.2","0","22.5","0","0"
"1","24","2","0","0","22.6","1.9","0.2","0","22.6","0","0"
"1","24","3","0","0","22.6","2","0.2","0","22.6","0","0"
"1","24","4","0","0","22.7","2.2","0.2","0","22.7","0","0"
"1","24","5","123","19","23.1","2.6","0.2","14.338","23.372","28.793","11.919"
"1","24","6","548","67","23.7","3","0.2","151.975","26.594","406.068","375.825"
"1","24","7","738","92","24.5","3.1","0.2","386.995","32.172","1256.167","1195.801"
"1","24","8","26","178","25.6","3.1","0.2","183.309","29.236","590.19","553.423"
"1","24","9","29","177","26.2","3.2","0.2","190.338","29.905","606.393","569.051"
"1","24","10","30","200","27.3","3.6","0.2","217.599","31.27","688.479","648.23"
"1","24","11","23","452","27.7","3.8","0.2","450.039","35.657","1420.046","1353.874"
"1","24","12","65","646","27.8","3.9","0.2","687.528","39.782","2147.056","2055.123"
"1","24","13","27","493","27.7","3.8","0.2","490.341","36.376","1549.427","1478.67"
"1","24","14","49","489","27.4","3.8","0.2","503.62","36.328","1603.068","1530.411"
"1","24","15","855","97","27","3.7","0.2","624.853","38.337","2038.241","1950.164"
"1","24","16","765","82","26.4","3.5","0.2","390.055","33.652","1258.685","1198.231"
"1","24","17","587","59","25.6","3.2","0.2","151.496","28.374","394.87","365.024"
"1","24","18","0","10","24.9","2.9","0.2","9.273","25.066","17.868","1.381"
"1","24","19","0","0","24.6","2.7","0.2","0","24.6","0","0"
"1","24","20","0","0","24.5","2.6","0.2","0","24.5","0","0"
"1","24","21","0","0","24.3","2.5","0.2","0","24.3","0","0"
"1","24","22","0","0","24.1","2.5","0.2","0","24.1","0","0"
"1","24","23","0","0","24","2.5","0.2","0","24","0","0"
"1","25","0","0","0","23.8","2.5","0.2","0","23.8","0","0"
"1","25","1","0","0","23.6","2.5","0.2","0","23.6","0","0"
"1","25","2","0","0","23.5","2.5","0.2","0","23.5","0","0"
"1","25","3","0","0","23.3","2.5","0.2","0","23.3","0","0"
"1","25","4","0","0","23.4","2.6","0.2","0","23.4","0","0"
"1","25","5","0","12","23.9","3.1","0.2","11.133","24.086","20.09","3.524"
"1","25","6","0","14","24.6","3.5","0.2","12.985","24.843","38.432","21.216"
"1","25","7","42","232","25.3","3.9","0.2","230.877","29.355","756.627","713.962"
"1","25","8","40","354","25.9","3.8","0.2","356.928","32.244","1158.257","1101.361"
"1","25","9","18","100","26.1","3.7","0.2","108.711","28.057","341.63","313.671"
"1","25","10","29","283","27","2.8","0.2","296.273","33.157","938.463","889.355"
"1","25","11","28","325","27.9","2.2","0.2","338.787","35.756","1062.486","1008.983"
"1","25","12","52","628","28.6","1.8","0.2","657.597","45.135","2007.953","1920.949"
"1","25","13","25","474","28.7","2.8","0.2","470.522","38.476","1473.094","1405.042"
"1","25","14","133","550","27.9","4.9","0.2","628.933","37.492","2002.51","1915.699"
"1","25","15","69","395","26.5","6.5","0.2","413.421","31.748","1349.76","1286.078"
"1","25","16","57","248","25.4","7.1","0.2","251.595","28.411","829.659","784.407"
"1","25","17","34","109","24.6","7.1","0.2","103.729","25.838","331.522","303.92"
"1","25","18","0","14","24.1","6.9","0.2","12.993","24.242","27.334","10.512"
"1","25","19","0","0","23.8","7","0.2","0","23.8","0","0"
"1","25","20","0","0","23.5","6.9","0.2","0","23.5","0","0"
"1","25","21","0","0","23.3","6.6","0.2","0","23.3","0","0"
"1","25","22","0","0","23.1","6.3","0.2","0","23.1","0","0"
"1","25","23","0","0","22.9","6","0.2","0","22.9","0","0"
"1","26","0","0","0","22.7","5.8","0.2","0","22.7","0","0"
"1","26","1","0","0","22.5","5.5","0.2","0","22.5","0","0"
"1","26","2","0","0","22.2","5.4","0.2","0","22.2","0","0"
"1","26","3","0","0","21.9","5.4","0.2","0","21.9","0","0"
"1","26","4","0","0","21.9","5.7","0.2","0","21.9","0","0"
"1","26","5","52","20","22.6","6.3","0.2","16.513","22.783","31.5","14.53"
"1","26","6","510","80","23.8","7.1","0.2","156.601","25.577","429.617","398.54"
"1","26","7","21","149","25","7.4","0.2","146.519","26.703","477.906","445.118"
"1","26","8","159","422","26","7.4","0.2","493.879","31.728","1622.124","1548.791"
"1","26","9","904","136","26.4","7.3","0.2","849.137","36.365","2763.827","2650.04"
"1","26","10","899","168","27.3","7.3","0.2","991.414","38.914","3168.076","3039.964"
"1","26","11","917","172","27.5","7.4","0.2","1063.433","39.829","3372.875","3237.506"
"1","26","12","916","171","27.5","7.5","0.2","1062.112","39.696","3370.546","3235.26"
"1","26","13","909","160","27.2","7.7","0.2","989.146","38.353","3168.774","3040.637"
"1","26","14","879","148","26.7","7.8","0.2","846.594","36.171","2756.116","2642.602"
"1","26","15","811","137","25.9","7.7","0.2","639.013","33.133","2124.966","2033.815"
"1","26","16","683","122","25","7.5","0.2","395.366","29.538","1300.394","1238.462"
"1","26","17","461","88","24.1","7.1","0.2","156.632","25.889","438.288","406.904"
